0.8813,0.3953,0.3828,1,0,0,0
0.8984,0.4109,0.3953,1,0,0,0
0.9062,0.4125,0.3953,1,0,0,0
0.8969,0.4047,0.3797,1,0,0,0
0.9734,0.4797,0.4734,1,0,0,0
0.9828,0.5031,0.5078,1,0,0,0
0.9812,0.5078,0.5141,1,0,0,0
0.9781,0.5031,0.5172,1,0,0,0
0.9766,0.5000,0.5188,1,0,0,0
0.9172,0.4250,0.4250,1,0,0,0
0.8625,0.3938,0.3203,1,0,0,0
0.8500,0.3828,0.3156,1,0,0,0
0.8562,0.3859,0.3250,1,0,0,0
0.9031,0.4641,0.4031,1,0,0,0
0.9172,0.4531,0.3469,1,0,0,0
0.9016,0.4484,0.3641,1,0,0,0
0.8703,0.4094,0.3344,1,0,0,0
0.9469,0.4203,0.4172,1,0,0,0
0.9562,0.4203,0.4172,1,0,0,0
0.9719,0.4766,0.4672,1,0,0,0
0.9594,0.4438,0.4359,1,0,0,0
0.9031,0.4594,0.4047,1,0,0,0
0.9016,0.4594,0.3984,1,0,0,0
0.9016,0.4609,0.3922,1,0,0,0
0.9406,0.4344,0.4234,1,0,0,0
0.9469,0.4375,0.4281,1,0,0,0
0.8656,0.4047,0.3406,1,0,0,0
0.8703,0.4109,0.3484,1,0,0,0
0.9156,0.4438,0.3703,1,0,0,0
0.9500,0.5016,0.4438,1,0,0,0
0.9562,0.4922,0.4406,1,0,0,0
0.9625,0.4953,0.4313,1,0,0,0
0.9016,0.4203,0.3703,1,0,0,0
0.8969,0.4109,0.3859,1,0,0,0
0.9094,0.4531,0.4047,1,0,0,0
0.9266,0.4328,0.3969,1,0,0,0
0.9062,0.4281,0.4422,1,0,0,0
0.5125,0.7891,0.4172,0,1,0,0
0.5328,0.7922,0.4234,0,1,0,0
0.5359,0.7922,0.4219,0,1,0,0
0.5922,0.8594,0.4906,0,1,0,0
0.5969,0.8547,0.4969,0,1,0,0
0.5875,0.8578,0.5016,0,1,0,0
0.3812,0.7188,0.3734,0,1,0,0
0.3703,0.7188,0.2813,0,1,0,0
0.3734,0.7188,0.2781,0,1,0,0
0.4203,0.7625,0.3203,0,1,0,0
0.3938,0.7359,0.3000,0,1,0,0
0.3938,0.7359,0.3391,0,1,0,0
0.4203,0.7641,0.3406,0,1,0,0
0.3781,0.7125,0.4656,0,1,0,0
